"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2005","France","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","France","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","16 143",""
"2005","France","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","France","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","12 608",""
"2005","France","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","14 128",""
"2005","France","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","18 863",""
"2005","France","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","France","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","13 797",""
"2005","France","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","France","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","10 014",""
"2005","France","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11 562",""
"2005","France","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16 670",""
"2005","Croatia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Croatia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","Croatia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Croatia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","Croatia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","Croatia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","Croatia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Croatia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","Croatia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Croatia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","Croatia","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","Croatia","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","Italy","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Italy","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","15 739",""
"2005","Italy","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Italy","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","12 643",""
"2005","Italy","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","13 332",""
"2005","Italy","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","17 034",""
"2005","Italy","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Italy","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","15 415",""
"2005","Italy","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Italy","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","11 538",""
"2005","Italy","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12 089",""
"2005","Italy","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14 765",""
"2005","Cyprus","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Cyprus","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","15 503",""
"2005","Cyprus","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Cyprus","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","14 013",""
"2005","Cyprus","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","14 870",""
"2005","Cyprus","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","15 363",""
"2005","Cyprus","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Cyprus","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","12 290",""
"2005","Cyprus","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Cyprus","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","11 641",""
"2005","Cyprus","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12 146",""
"2005","Cyprus","Euro","Median equivalised net income","Reporting country","Total","18 years or over","13 542",""
"2005","Latvia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Latvia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":","u"
"2005","Latvia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Latvia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","2 435",""
"2005","Latvia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","2 458",""
"2005","Latvia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","2 619",""
"2005","Latvia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Latvia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":","u"
"2005","Latvia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Latvia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","1 992",""
"2005","Latvia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","1 982",""
"2005","Latvia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2 105",""
"2005","Lithuania","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Lithuania","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":","u"
"2005","Lithuania","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Lithuania","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","2 782",""
"2005","Lithuania","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","2 646",""
"2005","Lithuania","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","2 611",""
"2005","Lithuania","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Lithuania","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":","u"
"2005","Lithuania","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Lithuania","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","2 222",""
"2005","Lithuania","Euro","Median equivalised net income","Foreign country","Total","18 years or over","2 142",""
"2005","Lithuania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2 088",""
"2005","Luxembourg","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Luxembourg","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","30 709",""
"2005","Luxembourg","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
